ID,Code,Name,ATS,BEDS,Category,Students,FAX,Phone,Principal,PrincipalsPhone
781,X391,The Angelo Patri Middle School,10X391         ,321000010391,Junior High-Intermediate-Middle,699,NULL,NULL,NULL,NULL
782,K001,P.S. 001 The Bergen,15K001         ,331500010001,Elementary,1168,NULL,NULL,NULL,NULL
783,K156,P.S. 156 Waverly,23K156         ,332300010156,Elementary,852,NULL,NULL,NULL,NULL
784,K172,P.S. 172 Beacon School of Excellence,15K172         ,331500010172,Elementary,587,NULL,NULL,NULL,NULL
785,K270,P.S. 270 Johann DeKalb,13K270         ,331300010270,Elementary,253,NULL,NULL,NULL,NULL
786,M185,P.S. 185 - The Early Childhood Discovery and Design Magnet School,03M185         ,310300010185,Early Childhood,239,NULL,NULL,NULL,NULL
787,Q065,P.S. 65 - The Raymond York Elementary School,27Q065         ,342700010065,Elementary,550,NULL,NULL,NULL,NULL
788,Q219,P.S. 219 Paul Klapper,25Q219         ,342500010219,K-8,615,NULL,NULL,NULL,NULL
789,X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,09X218         ,320900010218,K-8,838,NULL,NULL,NULL,NULL
790,M098,P.S. 098 Shorac Kappock,06M098         ,310600010098,Elementary,697,NULL,NULL,NULL,NULL
791,M110,P.S. 110 Florence Nightingale,01M110         ,310100010110,Elementary,475,NULL,NULL,NULL,NULL
792,M499,Frederick Douglass Academy,05M499         ,310500011499,Secondary School,1596,NULL,NULL,NULL,NULL
793,Q620,Thomas A. Edison Career and Technical Education High School,28Q620         ,342800011620,High school,2599,NULL,NULL,NULL,NULL
794,X092,P.S. 092 Bronx,12X092         ,321200010092,Elementary,541,NULL,NULL,NULL,NULL
795,X525,Bronx Leadership Academy High School,09X525         ,320900011525,High school,658,NULL,NULL,NULL,NULL
796,Q196,P.S. 196 Grand Central Parkway,28Q196         ,342800010196,Elementary,645,NULL,NULL,NULL,NULL
797,Q498,Humanities & Arts Magnet High School,29Q498         ,342900011498,High school,475,NULL,NULL,NULL,NULL
798,R036,P.S. 036 J. C. Drumgoole,31R036         ,353100010036,Elementary,898,NULL,NULL,NULL,NULL
799,X112,P.S. 112 Bronxwood,11X112         ,321100010112,Elementary,571,NULL,NULL,NULL,NULL
800,X414,Jonathan Levin High School for Media and Communications,09X414         ,320900011414,High school,445,NULL,NULL,NULL,NULL
801,K009,P.S. 009 Teunis G. Bergen,13K009         ,331300010009,Elementary,538,NULL,NULL,NULL,NULL
802,K025,P.S. 025 Eubie Blake School,16K025         ,331600010025,Elementary,364,NULL,NULL,NULL,NULL
803,K278,J.H.S. 278 Marine Park,22K278         ,332200010278,Junior High-Intermediate-Middle,958,NULL,NULL,NULL,NULL
804,K393,Frederick Douglass Academy IV Secondary School,16K393         ,331600010393,Secondary School,505,NULL,NULL,NULL,NULL
805,M696,Bard High School Early College,01M696         ,310100011696,High school,584,NULL,NULL,NULL,NULL
806,R024,I.S. 024 Myra S. Barnes,31R024         ,353100010024,Junior High-Intermediate-Middle,1471,NULL,NULL,NULL,NULL
807,K029,P.S. 029 John M. Harrigan,15K029         ,331500010029,Elementary,669,NULL,NULL,NULL,NULL
808,K140,P.S. K140,75K140         ,307500013140,K-8,284,NULL,NULL,NULL,NULL
809,K442,M.S. 442 Carroll Gardens School for Innovation,15K442         ,331500010442,Junior High-Intermediate-Middle,202,NULL,NULL,NULL,NULL
810,M094,P.S. M094,75M094         ,307500011094,K-8,202,NULL,NULL,NULL,NULL
811,M208,P.S. 208 Alain L. Locke,03M208         ,310300010208,Elementary,206,NULL,NULL,NULL,NULL
812,M495,Park East High School,04M495         ,310400011495,High school,367,NULL,NULL,NULL,NULL
813,M625,High School of Graphic Communication Arts,02M625         ,310200011625,High school,1820,NULL,NULL,NULL,NULL
814,Q073,I.S. 73 - The Frank Sansivieri Intermediate School,24Q073         ,342400010073,Junior High-Intermediate-Middle,1661,NULL,NULL,NULL,NULL
815,Q188,P.S. 188 Kingsbury,26Q188         ,342600010188,Elementary,543,NULL,NULL,NULL,NULL
816,Q502,Information Technology High School,30Q502         ,343000011502,High school,982,NULL,NULL,NULL,NULL
817,Q600,Queens Vocational and Technical High School,24Q600         ,342400011600,High school,1281,NULL,NULL,NULL,NULL
818,R445,Port Richmond High School,31R445         ,353100011445,High school,2267,NULL,NULL,NULL,NULL
819,X072,P.S. 072 Dr. William Dorney,08X072         ,320800010072,Elementary,973,NULL,NULL,NULL,NULL
820,X505,Bronx School for Law Government and Justice,09X505         ,320900011505,Secondary School,632,NULL,NULL,NULL,NULL
821,K152,School of Science & Technology,22K152         ,332200010152,Elementary,859,NULL,NULL,NULL,NULL
822,K385,School of Business Finance and Entrepreneurship,16K385         ,331600010385,Junior High-Intermediate-Middle,253,NULL,NULL,NULL,NULL
823,M539,New Explorations into Science Technology and Math High School,01M539         ,310100011539,K-12 all grades,1480,NULL,NULL,NULL,NULL
824,Q045,P.S. 045 Clarence Witherspoon,27Q045         ,342700010045,Elementary,445,NULL,NULL,NULL,NULL
825,Q061,I.S. 061 Leonardo Da Vinci,24Q061         ,342400010061,Junior High-Intermediate-Middle,2082,NULL,NULL,NULL,NULL
826,Q215,P.S. 215 Lucretia Mott,27Q215         ,342700010215,Elementary,648,NULL,NULL,NULL,NULL
827,Q530,International High School at LaGuardia Community College,24Q530         ,342400011530,High school,478,NULL,NULL,NULL,NULL
828,R056,P.S. 56 The Louis Desario School,31R056         ,353100010056,Elementary,769,NULL,NULL,NULL,NULL
829,X214,P.S. 214,12X214         ,321200010214,K-8,865,NULL,NULL,NULL,NULL
830,X418,Bronx High School for the Visual Arts,11X418         ,321100011418,High school,406,NULL,NULL,NULL,NULL
831,K176,P.S. 176 Ovington,20K176         ,332000010176,Elementary,1138,NULL,NULL,NULL,NULL
832,K274,P.S. 274 Kosciusko,32K274         ,333200010274,Elementary,736,NULL,NULL,NULL,NULL
833,M189,P.S. 189,06M189         ,310600010189,Elementary,1069,NULL,NULL,NULL,NULL
834,M200,P.S. 200- The James Mccune Smith School,05M200         ,310500010200,Elementary,521,NULL,NULL,NULL,NULL
835,Q069,P.S. 069 Jackson Heights,30Q069         ,343000010069,Elementary,1263,NULL,NULL,NULL,NULL
836,R020,P.S. 020 Port Richmond,31R020         ,353100010020,Elementary,513,NULL,NULL,NULL,NULL
837,X068,P.S. 068 Bronx,11X068         ,321100010068,Elementary,772,NULL,NULL,NULL,NULL
838,X655,Samuel Gompers Career and Technical Education High School,07X655         ,320700011655,High school,1097,NULL,NULL,NULL,NULL
839,K246,M.S. 246 Walt Whitman,17K246         ,331700010246,Junior High-Intermediate-Middle,594,NULL,NULL,NULL,NULL
840,K262,P.S. 262 El Hajj Malik El Shabazz Elementary School,16K262         ,331600010262,Elementary,367,NULL,NULL,NULL,NULL
841,M114,East Side Middle School,02M114         ,310200010114,Junior High-Intermediate-Middle,388,NULL,NULL,NULL,NULL
842,M212,P.S. 212 Midtown West,02M212         ,310200010212,Elementary,345,NULL,NULL,NULL,NULL
843,M531,Repertory Company High School for Theatre Arts,02M531         ,310200011531,High school,216,NULL,NULL,NULL,NULL
844,Q192,I.S. 192 The Linden,29Q192         ,342900010192,Junior High-Intermediate-Middle,746,NULL,NULL,NULL,NULL
845,Q494,Law Government and Community Service High School,29Q494         ,342900011494,High school,502,NULL,NULL,NULL,NULL
846,R032,P.S. 032 The Gifford School,31R032         ,353100010032,Elementary,867,NULL,NULL,NULL,NULL
847,K035,M.S. 035 Stephen Decatur,16K035         ,331600010035,Junior High-Intermediate-Middle,231,NULL,NULL,NULL,NULL
848,Q496,Business Computer Applications & Entrepreneurship  High School,29Q496         ,342900011496,High school,476,NULL,NULL,NULL,NULL
849,R034,I.S. 034 Tottenville,31R034         ,353100010034,Junior High-Intermediate-Middle,1148,NULL,NULL,NULL,NULL
850,R050,P.S. 050 Frank Hankinson,31R050         ,353100010050,Elementary,666,NULL,NULL,NULL,NULL
851,X098,J.H.S. 098 Herman Ridder,12X098         ,321200010098,Junior High-Intermediate-Middle,459,NULL,NULL,NULL,NULL
852,X110,P.S. 110 Theodore Schoenfeld,09X110         ,320900010110,Elementary,424,NULL,NULL,NULL,NULL
853,X412,Bronx High School of Business,09X412         ,320900011412,High school,443,NULL,NULL,NULL,NULL
854,K007,P.S. 007 Abraham Lincoln,19K007         ,331900010007,Elementary,957,NULL,NULL,NULL,NULL
855,K023,P.S. 023 Carter G. Woodson,14K023         ,331400010023,Elementary,317,NULL,NULL,NULL,NULL
856,K178,P.S. 178 Saint Clair Mckelway,23K178         ,332300010178,K-8,643,NULL,NULL,NULL,NULL
857,K595,Bedford Academy High School,13K595         ,331300011595,High school,342,NULL,NULL,NULL,NULL
858,M072,The Lexington Academy,04M072         ,310400010072,Elementary,553,NULL,NULL,NULL,NULL
859,M505,Edward A. Reynolds West Side High School,03M505         ,310300011505,High school,593,NULL,NULL,NULL,NULL
860,Q182,P.S. 182 Samantha Smith,28Q182         ,342800010182,Early Childhood,865,NULL,NULL,NULL,NULL
861,R022,P.S. 022 Graniteville,31R022         ,353100010022,Elementary,1196,NULL,NULL,NULL,NULL
862,K240,Andries Hudde,22K240         ,332200010240,Junior High-Intermediate-Middle,1160,NULL,NULL,NULL,NULL
863,K399,P.S. 399 Stanley Eugene Clark,17K399         ,331700010399,Elementary,481,NULL,NULL,NULL,NULL
864,M096,P.S. 096 Joseph Lanzetta,04M096         ,310400010096,K-8,574,NULL,NULL,NULL,NULL
865,M529,Jacqueline Kennedy Onassis High School,02M529         ,310200011529,High school,707,NULL,NULL,NULL,NULL
866,M811,P.S. M811 - Mickey Mantle School,75M811         ,307500011811,K-8,360,NULL,NULL,NULL,NULL
867,Q075,Robert E. Peary School,75Q075         ,307500014075,K-12 all grades,343,NULL,NULL,NULL,NULL
869,K154,The Windsor Terrace School,15K154         ,331500010154,Elementary,444,NULL,NULL,NULL,NULL
870,K170,Ralph A. Fabrizio School,20K170         ,332000010170,Elementary,798,NULL,NULL,NULL,NULL
871,M183,P.S. 183 Robert L. Stevenson,02M183         ,310200010183,Elementary,645,NULL,NULL,NULL,NULL
872,M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,03M485         ,310300011485,High school,2527,NULL,NULL,NULL,NULL
873,M655,Life Sciences Secondary School,02M655         ,310200011655,Secondary School,700,NULL,NULL,NULL,NULL
874,Q047,P.S. 047 Chris Galas,27Q047         ,342700010047,K-8,243,NULL,NULL,NULL,NULL
875,Q217,J.H.S. 217 Robert A. Van Wyck,28Q217         ,342800010217,Junior High-Intermediate-Middle,1325,NULL,NULL,NULL,NULL
876,R058,Space Shuttle Columbia School,31R058         ,353100010058,Elementary,767,NULL,NULL,NULL,NULL
877,X062,P.S. 062 Inocensio Casanova,08X062         ,320800010062,Elementary,719,NULL,NULL,NULL,NULL
878,X118,J.H.S. 118 William W. Niles,10X118         ,321000010118,Junior High-Intermediate-Middle,1151,NULL,NULL,NULL,NULL
880,K003,P.S. 003 The Bedford Village,13K003         ,331300010003,Elementary,638,NULL,NULL,NULL,NULL
881,K158,P.S. 158 Warwick,19K158         ,331900010158,Elementary,586,NULL,NULL,NULL,NULL
882,K174,P.S. 174 Dumont,19K174         ,331900010174,K-8,459,NULL,NULL,NULL,NULL
883,K272,P.S. 272 Curtis Estabrook,18K272         ,331800010272,Elementary,713,NULL,NULL,NULL,NULL
884,M187,P.S./I.S. 187 Hudson Cliffs,06M187         ,310600010187,K-8,784,NULL,NULL,NULL,NULL
885,M489,High School of Economics and Finance,02M489         ,310200011489,High school,825,NULL,NULL,NULL,NULL
886,M501,Home Instruction,75M501         ,307500010000,K-12 all grades,167,NULL,NULL,NULL,NULL
887,Q067,J.H.S. 067 Louis Pasteur,26Q067         ,342600010067,Junior High-Intermediate-Middle,959,NULL,NULL,NULL,NULL
888,Q480,John Adams High School,27Q480         ,342700011480,High school,3247,NULL,NULL,NULL,NULL
889,X066,P.S. 066 School of Higher Expectations,12X066         ,321200010066,Elementary,602,NULL,NULL,NULL,NULL
890,X181,I.S. 181 Pablo Casals,11X181         ,321100010181,Junior High-Intermediate-Middle,592,NULL,NULL,NULL,NULL
891,K031,P.S. 031 Samuel F. Dupont,14K031         ,331400010031,Elementary,543,NULL,NULL,NULL,NULL
892,K146,P.S. 146,15K146         ,331500010146,Elementary,591,NULL,NULL,NULL,NULL
893,K260,P.S. 260 Breuckelen,19K260         ,331900010260,Elementary,362,NULL,NULL,NULL,NULL
894,K448,Brooklyn Secondary School for Collaborative Studies,15K448         ,331500010448,Secondary School,704,NULL,NULL,NULL,NULL
895,M112,P.S. 112 Jose Celso Barbosa,04M112         ,310400010112,Early Childhood,328,NULL,NULL,NULL,NULL
896,M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,06M210         ,310600010210,K-8,441,NULL,NULL,NULL,NULL
897,Q079,P.S. 079 Francis Lewis,25Q079         ,342500010079,Elementary,814,NULL,NULL,NULL,NULL
898,Q190,J.H.S. 190 Russell Sage,28Q190         ,342800010190,Junior High-Intermediate-Middle,870,NULL,NULL,NULL,NULL
899,Q492,Mathematics Science Research and Technology Magnet High School,29Q492         ,342900011492,High school,471,NULL,NULL,NULL,NULL
900,R030,P.S. 030 Westerleigh,31R030         ,353100010030,Elementary,832,NULL,NULL,NULL,NULL
901,X094,P.S. 094 Kings College School,10X094         ,321000010094,Elementary,899,NULL,NULL,NULL,NULL
902,X527,Bronx Leadership Academy II High School,07X527         ,320700011527,High school,446,NULL,NULL,NULL,NULL
903,K039,P.S. 039 Henry Bristow,15K039         ,331500010039,Elementary,342,NULL,NULL,NULL,NULL
904,K150,P.S. 150 Christopher,23K150         ,332300010150,K-8,365,NULL,NULL,NULL,NULL
905,K383,J.H.S. 383 Philippa Schuyler,32K383         ,333200010383,Junior High-Intermediate-Middle,1129,NULL,NULL,NULL,NULL
906,K685,El Puente Academy for Peace and Justice,14K685         ,331400011685,High school,197,NULL,NULL,NULL,NULL
907,M064,P.S. 064 Robert Simon,01M064         ,310100010064,Elementary,292,NULL,NULL,NULL,NULL
908,M218,I.S. 218 Salome Urena,06M218         ,310600010218,Junior High-Intermediate-Middle,368,NULL,NULL,NULL,NULL
909,M635,Academy of Environmental Science Secondary High School,04M635         ,310400011635,Secondary School,437,NULL,NULL,NULL,NULL
910,Q043,P.S. 043,27Q043         ,342700010043,K-8,1329,NULL,NULL,NULL,NULL
911,Q213,P.S. 213 The Carl Ullman School,26Q213         ,342600010213,Elementary,465,NULL,NULL,NULL,NULL
912,X114,P.S. X114 - Luis Llorens Torres Schools,09X114         ,320900010114,Elementary,773,NULL,NULL,NULL,NULL
913,X212,P.S. 212,12X212         ,321200010212,K-8,441,NULL,NULL,NULL,NULL
915,K697,Teachers Preparatory High School,23K697         ,332300011697,Secondary School,582,NULL,NULL,NULL,NULL
916,M076,P.S. 076 A. Philip Randolph,03M076         ,310300010076,Elementary,447,NULL,NULL,NULL,NULL
917,M206,P.S. 206 Jose Celso Barbosa,04M206         ,310400010206,Elementary,227,NULL,NULL,NULL,NULL
918,M509,Marta Valle High School,01M509         ,310100011509,High school,352,NULL,NULL,NULL,NULL
919,Q071,P.S. 071 Forest,24Q071         ,342400010071,Elementary,991,NULL,NULL,NULL,NULL
920,R026,P.S. 026 The Carteret School,31R026         ,353100010026,Elementary,172,NULL,NULL,NULL,NULL
921,X070,P.S. 070 Max Schoenfeld,09X070         ,320900010070,Elementary,1383,NULL,NULL,NULL,NULL
922,K026,P.S. 026 Jesse Owens,16K026         ,331600010026,Elementary,344,NULL,NULL,NULL,NULL
923,K141,P.S. K141,75K141         ,307500013141,K-12 all grades,390,NULL,NULL,NULL,NULL
924,K394,M.S. K394,17K394         ,331700010394,K-8,715,NULL,NULL,NULL,NULL
925,K443,New Voices School of Academic & Creative Arts,15K443         ,331500010443,Junior High-Intermediate-Middle,454,NULL,NULL,NULL,NULL
926,M079,P.S. M079 - Horan School,75M079         ,307500011079,Secondary School,327,NULL,NULL,NULL,NULL
927,M492,High School for Law Advocacy and Community Justice,03M492         ,310300011492,High school,470,NULL,NULL,NULL,NULL
928,Q070,P.S. 070 Queens,30Q070         ,343000010070,Elementary,1063,NULL,NULL,NULL,NULL
929,Q189,J.H.S. 189 Daniel Carter Beard,25Q189         ,342500010189,Junior High-Intermediate-Middle,754,NULL,NULL,NULL,NULL
930,R029,P.S. 029 Bardwell,31R029         ,353100010029,Elementary,686,NULL,NULL,NULL,NULL
931,X073,P.S. 073 Bronx,09X073         ,320900010073,Elementary,922,NULL,NULL,NULL,NULL
932,X188,P.S. X188,75X188         ,307500012188,K-12 all grades,396,NULL,NULL,NULL,NULL
933,X203,M.S. 203,07X203         ,320700010203,Junior High-Intermediate-Middle,296,NULL,NULL,NULL,NULL
934,K038,P.S. 038 The Pacific,15K038         ,331500010038,Elementary,494,NULL,NULL,NULL,NULL
935,K455,Boys and Girls High School,16K455         ,331600011455,High school,2293,NULL,NULL,NULL,NULL
936,M650,Cascades High School,01M650         ,310100011650,High school,226,NULL,NULL,NULL,NULL
937,Q042,P.S./M.S 042 R. Vernam,27Q042         ,342700010042,K-8,712,NULL,NULL,NULL,NULL
938,Q212,P.S. 212,30Q212         ,343000010212,Elementary,780,NULL,NULL,NULL,NULL
939,R057,P.S. 057 Hubert H. Humphrey,31R057         ,353100010057,Elementary,639,NULL,NULL,NULL,NULL
940,R470,Concord High School,31R470         ,353100011470,High school,170,NULL,NULL,NULL,NULL
941,X117,I.S. 117 Joseph H. Wade,09X117         ,320900010117,Junior High-Intermediate-Middle,802,NULL,NULL,NULL,NULL
942,X530,Banana Kelly High School,08X530         ,320800011530,High school,464,NULL,NULL,NULL,NULL
943,K002,Parkside Preparatory Academy,17K002         ,331700010002,Junior High-Intermediate-Middle,400,NULL,NULL,NULL,NULL
944,K177,P.S. 177 The Marlboro,21K177         ,332100010177,Elementary,898,NULL,NULL,NULL,NULL
945,K590,Medgar Evers College Preparatory School,17K590         ,331700011590,Secondary School,939,NULL,NULL,NULL,NULL
946,M500,Unity Center for Urban Technologies,02M500         ,310200011500,High school,231,NULL,NULL,NULL,NULL
947,Q181,P.S. 181 Brookfield,29Q181         ,342900010181,Elementary,436,NULL,NULL,NULL,NULL
948,R021,P.S. 21 Margaret Emery-Elm Park,31R021         ,353100010021,Elementary,506,NULL,NULL,NULL,NULL
949,X069,P.S. 069 Journey Prep School,08X069         ,320800010069,Elementary,596,NULL,NULL,NULL,NULL
950,X180,M.S. 180 Dr. Daniel Hale Williams,11X180         ,321100010180,Junior High-Intermediate-Middle,691,NULL,NULL,NULL,NULL
951,K030,PS/IS 30 Mary White Ovington,20K030         ,332000010030,K-8,346,NULL,NULL,NULL,NULL
952,K149,P.S. 149 Danny Kaye,19K149         ,331900010149,Elementary,781,NULL,NULL,NULL,NULL
953,K247,P.S. 247 Brooklyn,20K247         ,332000010247,Elementary,699,NULL,NULL,NULL,NULL
954,M115,P.S. 115 Alexander Humboldt,06M115         ,310600010115,Elementary,654,NULL,NULL,NULL,NULL
955,Q078,P.S./I.S. 78Q,30Q078         ,343000010078,K-8,247,NULL,NULL,NULL,NULL
956,Q193,P.S. 193 Alfred J. Kennedy,25Q193         ,342500010193,Elementary,507,NULL,NULL,NULL,NULL
957,Q495,Bayside High School,26Q495         ,342600011495,High school,3575,NULL,NULL,NULL,NULL
958,X097,P.S. 097 Bronx,11X097         ,321100010097,Elementary,716,NULL,NULL,NULL,NULL
959,K267,M.S. 267 Math Science & Technology,16K267         ,331600010267,Junior High-Intermediate-Middle,316,NULL,NULL,NULL,NULL
960,M217,P.S./I.S. 217 Roosevelt Island,02M217         ,310200010217,K-8,409,NULL,NULL,NULL,NULL
961,M630,Art and Design High School,02M630         ,310200011630,High school,1387,NULL,NULL,NULL,NULL
962,Q197,P.S. 197 The Ocean School,27Q197         ,342700010197,Elementary,513,NULL,NULL,NULL,NULL
963,Q499,The Queens College School for Math Science and Technology,25Q499         ,342500011499,K-8,484,NULL,NULL,NULL,NULL
964,R037,P.S. R037,75R037         ,307500015037,K-12 all grades,315,NULL,NULL,NULL,NULL
965,X211,P.S. 211,12X211         ,321200010211,K-8,699,NULL,NULL,NULL,NULL
966,X415,Christopher Columbus High School,11X415         ,321100011415,High school,1396,NULL,NULL,NULL,NULL
967,K006,P.S. 006,17K006         ,331700010006,Elementary,660,NULL,NULL,NULL,NULL
968,K022,P.S. 022,17K022         ,331700010022,Elementary,515,NULL,NULL,NULL,NULL
969,K279,P.S. 279 Herman Schreiber,18K279         ,331800010279,Elementary,638,NULL,NULL,NULL,NULL
970,M075,P.S. 075 Emily Dickinson,03M075         ,310300010075,Elementary,733,NULL,NULL,NULL,NULL
971,M520,Murry Bergtraum High School for Business Careers,02M520         ,310200011520,High school,2562,NULL,NULL,NULL,NULL
972,Q752,Queens Transition Center,75Q752         ,307500014752,High school,400,NULL,NULL,NULL,NULL
973,R025,South Richmond High School I.S./P.S. 25,75R025         ,307500015025,K-12 all grades,492,NULL,NULL,NULL,NULL
974,K145,P.S. 145 Andrew Jackson,32K145         ,333200010145,Elementary,904,NULL,NULL,NULL,NULL
975,K243,P.S. 243K- The Weeksville School,16K243         ,331600010243,Elementary,363,NULL,NULL,NULL,NULL
976,K398,P.S. 398 Walter Weaver,17K398         ,331700010398,Elementary,360,NULL,NULL,NULL,NULL
977,K447,The Math & Science Exploratory School,15K447         ,331500010447,Junior High-Intermediate-Middle,529,NULL,NULL,NULL,NULL
978,M111,P.S. 111 Adolph S. Ochs,02M111         ,310200010111,K-8,588,NULL,NULL,NULL,NULL
979,M528,I.S. 528 Bea Fuller Rodgers School,06M528         ,310600010528,Junior High-Intermediate-Middle,271,NULL,NULL,NULL,NULL
980,X207,P.S. 207,10X207         ,321000010207,Elementary,435,NULL,NULL,NULL,NULL
981,K157,P.S. 157 Benjamin Franklin,14K157         ,331400010157,Elementary,388,NULL,NULL,NULL,NULL
982,M182,The Bilingual Bicultural School,04M182         ,310400010182,Elementary,438,NULL,NULL,NULL,NULL
983,Q062,P. S. 62 - Chester Park School,27Q062         ,342700010062,Elementary,1003,NULL,NULL,NULL,NULL
985,X065,P.S. 065 Mother Hale Academy,07X065         ,320700010065,Elementary,431,NULL,NULL,NULL,NULL
1435,X419,Bronx Academy of Promise Charter School,84X419         ,320900860913,Elementary,NULL,NULL,NULL,NULL,NULL
1436,X398,Bronx Community Charter School,84X398         ,321000860914,Elementary,NULL,NULL,NULL,NULL,NULL
1437,K652,Brooklyn Ascend Charter School,84K652         ,331800860916,K-12 all grades,NULL,NULL,NULL,NULL,NULL
1438,X395,NYC Charter High School for Architecture Engineering and Construction Industries (AECI),84X395         ,320700860926,High school,NULL,NULL,NULL,NULL,NULL
1439,X394,Mott Haven Academy Charter School,84X394         ,320700860925,K-8,NULL,NULL,NULL,NULL,NULL
1440,X393,University Prep Charter High School,84X393         ,320700860920,High school,NULL,NULL,NULL,NULL,NULL
1441,X389,Bronx Global Learning Institute for Girls Charter School,84X389         ,320700860915,Elementary,NULL,NULL,NULL,NULL,NULL
1442,M388,St. HOPE Leadership Academy Charter School,84M388         ,310500860928,Junior High-Intermediate-Middle,NULL,NULL,NULL,NULL,NULL
1443,M386,Success Academy Charter School - Harlem 4,84M386         ,310300860923,Elementary,NULL,NULL,NULL,NULL,NULL
1444,M385,Success Academy Charter School - Harlem 3,84M385         ,310400860922,K-8,NULL,NULL,NULL,NULL,NULL
1445,M384,Success Academy Charter School - Harlem 2,84M384         ,310500860921,Elementary,NULL,NULL,NULL,NULL,NULL
1446,K651,PAVE Academy Charter School,84K651         ,331500860927,K-8,NULL,NULL,NULL,NULL,NULL
1447,K649,La Cima Charter School,84K649         ,331600860924,Elementary,NULL,NULL,NULL,NULL,NULL
1448,K648,Bedford Stuyvesant Collegiate Charter School,84K648         ,331600860918,Secondary School,NULL,NULL,NULL,NULL,NULL
1449,Q304,VOICE Charter School of New York,84Q304         ,343000860932,Early Childhood,NULL,NULL,NULL,NULL,NULL
1450,K626,Achievement First Brownsville Charter School,84K626         ,332300860912,K-8,NULL,NULL,NULL,NULL,NULL
1451,M382,DREAM Charter School,84M382         ,310400860919,Early Childhood,NULL,NULL,NULL,NULL,NULL
1452,X397,English Language Learners and International Support Preparatory Academy (ELLIS),10X397         ,321000011397,High school,165,NULL,NULL,NULL,NULL
1453,X424,The Hunts Point School,08X424         ,320800010424,Junior High-Intermediate-Middle,399,NULL,NULL,NULL,NULL
1454,K659,Cypress Hills Collegiate Preparatory School,19K659         ,331900011659,High school,420,NULL,NULL,NULL,NULL
1455,K686,Brooklyn School of Inquiry,20K686         ,332000010686,Early Childhood,108,NULL,NULL,NULL,NULL
1456,M422,Quest to Learn,02M422         ,310200011422,Secondary School,73,NULL,NULL,NULL,NULL
1457,M423,High School for Excellence and Innovation,06M423         ,310600011423,High school,83,NULL,NULL,NULL,NULL
1458,K667,Sunset Park High School,15K667         ,331500011667,High school,370,NULL,NULL,NULL,NULL
1459,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,18K366         ,331800010366,Junior High-Intermediate-Middle,103,NULL,NULL,NULL,NULL
1460,K673,East Brooklyn Community High School,18K673         ,331800011673,High school,150,NULL,NULL,NULL,NULL
1461,K682,The Academy of Talented Scholars,20K682         ,332000010682,Early Childhood,121,NULL,NULL,NULL,NULL
1462,K688,The Brooklyn Academy of Global Finance,16K688         ,331600011688,High school,101,NULL,NULL,NULL,NULL
1463,M421,West Prep Academy,03M421         ,310300010421,Junior High-Intermediate-Middle,74,NULL,NULL,NULL,NULL
1464,Q317,WATERSIDE CHILDRENS STUDIO SCHOOL,27Q317         ,342700010317,Elementary,290,NULL,NULL,NULL,NULL
1465,Q318,WATERSIDE SCHOOL FOR LEADERSHIP,27Q318         ,342700010318,Junior High-Intermediate-Middle,72,NULL,NULL,NULL,NULL
1466,Q319,VILLAGE ACADEMY,27Q319         ,342700010319,Junior High-Intermediate-Middle,74,NULL,NULL,NULL,NULL
1467,R861,Staten Island School of Civic Leadership,31R861         ,353100010861,Elementary,299,NULL,NULL,NULL,NULL
1468,X443,The Family School,09X443         ,320900010443,Elementary,314,NULL,NULL,NULL,NULL
1469,X467,Mott Hall Community School,08X467         ,320800010467,Junior High-Intermediate-Middle,74,NULL,NULL,NULL,NULL
1470,X468,Pelham Academy of Academics and Community Engagement,11X468         ,321100010468,Junior High-Intermediate-Middle,121,NULL,NULL,NULL,NULL
1471,X478,THE CINEMA SCHOOL,12X478         ,321200011478,High school,72,NULL,NULL,NULL,NULL
1472,X479,Bronx Career and College Preparatory High School ,12X479         ,321200011479,High school,84,NULL,NULL,NULL,NULL
1473,K676,Red Hook Neighborhood School,15K676         ,331500010676,Elementary,140,NULL,NULL,NULL,NULL
1474,K677,East New York Elementary School of Excellence,19K677         ,331900010677,Elementary,316,NULL,NULL,NULL,NULL
1475,K678,East New York Middle School of Excellence,19K678         ,331900010678,Junior High-Intermediate-Middle,84,NULL,NULL,NULL,NULL
1476,K674,City Polytechnic High School of Engineering Architecture and Technology,13K674         ,331300011674,High school,124,NULL,NULL,NULL,NULL
1477,M392,MANHATTAN BUSINESS ACADEMY,02M392         ,310200011392,High school,122,NULL,NULL,NULL,NULL
1478,M393,BUSINESS OF SPORTS SCHOOL,02M393         ,310200011393,High school,103,NULL,NULL,NULL,NULL
1479,M394,EMMA LAZARUS HIGH SCHOOL,02M394         ,310200011394,High school,150,NULL,NULL,NULL,NULL
1480,M397,SPRUCE STREET SCHOOL,02M397         ,310200010397,Early Childhood,48,NULL,NULL,NULL,NULL
